date,holiday,weekday,weekend
20160827,0,6,1
20160828,0,7,1
20160829,0,1,0
20160830,0,2,0
20160831,0,3,0
20160901,0,4,0
20160902,0,5,0
20160903,0,6,1
20160904,0,7,1
20160905,0,1,0
20160906,0,2,0
20160907,0,3,0
20160908,0,4,0
20160909,0,5,0
20160910,0,6,1
20160911,0,7,1
20160912,0,1,0
20160913,0,2,0
20160914,0,3,0
20160915,1,4,0
20160916,1,5,0
20160917,1,6,1
20160918,0,7,0
20160919,0,1,0
20160920,0,2,0
20160921,0,3,0
20160922,0,4,0
20160923,0,5,0
20160924,0,6,1
20160925,0,7,1
20160926,0,1,0
20160927,0,2,0
20160928,0,3,0
20160929,0,4,0
20160930,0,5,0
20161001,1,6,1
20161002,1,7,1
20161003,1,1,0
20161004,1,2,0
20161005,1,3,0
20161006,1,4,0
20161007,1,5,0
20161008,0,6,0
20161009,0,7,0
20161010,0,1,0
20161011,0,2,0
20161012,0,3,0
20161013,0,4,0
20161014,0,5,0
20161015,0,6,1
20161016,0,7,1
20161017,0,1,0
20161018,0,2,0
20161019,0,3,0
20161020,0,4,0
20161021,0,5,0
20161022,0,6,1
20161023,0,7,1
20161024,0,1,0
20161025,0,2,0
20161026,0,3,0
20161027,0,4,0
20161028,0,5,0
20161029,0,6,1
20161030,0,7,1
20161031,0,1,0
20161101,0,2,0
20161102,0,3,0
20161103,0,4,0
20161104,0,5,0
20161105,0,6,1
20161106,0,7,1
20161107,0,1,0
20161108,0,2,0
20161109,0,3,0
20161110,0,4,0
20161111,0,5,0
20161112,0,6,1
20161113,0,7,1
20161114,0,1,0
20161115,0,2,0
20161116,0,3,0
20161117,0,4,0
20161118,0,5,0
20161119,0,6,1
20161120,0,7,1
20161121,0,1,0
20161122,0,2,0
20161123,0,3,0
20161124,0,4,0
20161125,0,5,0
20161126,0,6,1
20161127,0,7,1
20161128,0,1,0
20161129,0,2,0
20161130,0,3,0
20161201,0,4,0
20161202,0,5,0
20161203,0,6,1
20161204,0,7,1
20161205,0,1,0
20161206,0,2,0
20161207,0,3,0
20161208,0,4,0
20161209,0,5,0
20161210,0,6,1
20161211,0,7,1
20161212,0,1,0
20161213,0,2,0
20161214,0,3,0
20161215,0,4,0
20161216,0,5,0
20161217,0,6,1
20161218,0,7,1
20161219,0,1,0
20161220,0,2,0
20161221,0,3,0
20161222,0,4,0
20161223,0,5,0
20161224,0,6,1
20161225,0,7,1
20161226,0,1,0
20161227,0,2,0
20161228,0,3,0
20161229,0,4,0
20161230,0,5,0
20161231,0,6,1
