date,max_temp,min_temp,weather,wind_direction,wind_speed
2013-11-21,18,12,多云,东风,3-4级
2013-11-22,20,13,晴转多云,北风,3-4级
2013-11-23,18,11,小雨转中雨,北风,4-5级
2013-11-24,14,8,多云转晴,西南风,5-6级转4-5级
2013-11-25,13,6,晴转多云,北风,4-5级转3-4级
2013-11-26,13,6,阴转多云,东风,3-4级转4-5级
2013-11-27,7,2,多云转晴,北风,4-5级
2013-11-28,9,1,晴,西南风,4-5级转3-4级
2013-11-29,14,2,晴,西南风,3-4级
2013-11-30,13,5,晴,西风,3-4级
2013-12-01,13,4,晴,西南风,3-4级
2013-12-02,17,7,晴转多云,东北风,3-4级
2013-12-03,17,9,阴转多云,东北风,3-4级
2013-12-04,17,9,多云,东风,3-4级
2013-12-05,15,9,晴转阴,北风,3-4级
2013-12-06,15,8,多云转晴,北风,3-4级
2013-12-07,17,9,晴,东北风,3-4级
2013-12-08,17,11,雾转多云,东北风,3-4级
2013-12-09,9,3,多云转晴,西南风,4-5级转3-4级
2013-12-10,9,3,晴,西北风,3-4级转4-5级
2013-12-11,12,4,晴转阴,东北风,3-4级
2013-12-12,10,5,多云转晴,西风,3-4级
2013-12-13,13,6,晴,东北风,3-4级
2013-12-14,12,7,阴,东北风,3-4级
2013-12-15,12,6,阴转中雨,东北风,3-4级
2013-12-16,8,6,中雨转小雨,西北风,4-5级
2013-12-17,9,6,小雨转多云,东北风,4-5级
2013-12-18,7,3,多云转晴,西北风,4-5级
2013-12-19,7,1,晴,西南风,4-5级
2013-12-20,6,1,晴转多云,西北风,4-5级
2013-12-21,8,1,多云,北风,3-4级
2013-12-22,9,3,晴转多云,北风,3-4级
2013-12-23,9,3,多云,东北风,3-4级
2013-12-24,9,3,晴转多云,东北风,3-4级
2013-12-25,8,3,多云转阴,北风,3-4级转4-5级
2013-12-26,4,0,阴转多云,北风,4-5级
2013-12-27,5,-2,晴转多云,西南风,3-4级
2013-12-28,6,-1,晴,西南风,3-4级
2013-12-29,10,0,晴,西南风,3-4级
2013-12-30,10,1,晴,西南风,3-4级
2013-12-31,14,4,晴,西南风,3-4级
2014-01-01,15,5,晴,北风,3-4级
2014-01-02,16,8,多云,东北风,3-4级
2014-01-03,10,6,多云,西北风,3-4级
2014-01-04,11,3,晴,东风,3-4级
2014-01-05,11,5,多云,北风,3-4级
2014-01-06,11,7,多云,北风,3-4级
2014-01-07,9,6,中雨转小雨,北风,3-4级转4-5级
2014-01-08,6,2,小雨转多云,北风,4-5级
2014-01-09,7,0,多云转晴,东北风,3-4级
2014-01-10,8,4,阴转小雨,北风,3-4级
2014-01-11,8,4,小雨,东北风,3-4级
2014-01-12,7,3,阴转多云,西北风,4-5级转3-4级
2014-01-13,7,2,多云,北风,3-4级转4-5级
2014-01-14,8,2,晴,东北风,3-4级
2014-01-15,10,3,晴转多云,东北风,3-4级
2014-01-16,11,3,多云转晴,东北风,3-4级
2014-01-17,9,3,晴,西北风,小于3级转4-5级
2014-01-18,10,2,晴,西北风,3-4级
2014-01-19,10,3,晴转多云,西风,3-4级
2014-01-20,10,1,晴,东北风,4-5级
2014-01-21,6,0,晴,东北风,3-4级
2014-01-22,10,1,晴,西北风,3-4级
2014-01-23,15,6,晴,东北风,3-4级
2014-01-24,18,8,多云,西风,4-5级
2014-01-25,9,6,多云,东北风,4-5级
2014-01-26,10,5,多云,北风,4-5级转3-4级
2014-01-27,13,6,晴转多云,东风,3-4级
2014-01-28,14,7,阴转小雨,东北风,3-4级
2014-01-29,18,8,阴转多云,西风,3-4级
2014-01-30,18,10,晴转多云,东北风,3-4级
2014-01-31,23,12,晴,东北风,4-5级转3-4级
2014-02-01,20,12,多云,西南风,小于3级
2014-02-02,20,12,多云,东北风,小于3级
2014-02-03,10,4,小雨转多云,北风,4-5级
2014-02-04,7,3,小雨,东北风,3-4级转4-5级
2014-02-05,9,6,中雨转小雨,东北风,4-5级
2014-02-06,7,5,中雨,东北风,4-5级
2014-02-07,7,3,小雨转多云,北风,4-5级
2014-02-08,4,2,阴转雨夹雪,北风,4-5级
2014-02-09,4,1,雨夹雪,北风,4-5级
2014-02-10,5,-1,阴,北风,4-5级
2014-02-11,4,-1,多云转小雨,北风,4-5级转3-4级
2014-02-12,7,3,雨夹雪转小雨,东北风,4-5级
2014-02-13,9,4,阴转多云,东北风,4-5级
2014-02-14,10,2,晴转多云,北风,3-4级
2014-02-15,9,5,阴转中雨,东北风,3-4级
2014-02-16,9,6,中雨,东北风,3-4级
2014-02-17,9,5,小雨,东北风,3-4级
2014-02-18,7,3,雨夹雪,西北风,4-5级
2014-02-19,9,1,多云转晴,西北风,4-5级转3-4级
2014-02-20,9,2,晴,东北风,3-4级
2014-02-21,11,3,多云,东北风,3-4级
2014-02-22,12,5,多云,东北风,3-4级
2014-02-23,13,6,多云转小雨,北风,3-4级
2014-02-24,11,8,中雨,东北风,3-4级转4-5级
2014-02-25,13,9,小雨,东北风,3-4级转4-5级
2014-02-26,13,7,阴,西北风,3-4级
2014-02-27,11,8,小雨,东风,小于3级
2014-02-28,9,6,中雨转小雨,东北风,3-4级转4-5级
2014-03-01,11,4,小雨转多云,西北风,4-5级
2014-03-02,11,6,阴转多云,东北风,4-5级转3-4级
2014-03-03,11,9,小雨,东北风,4-5级
2014-03-04,11,6,多云,东北风,4-5级
2014-03-05,8,5,阴转小雨,东北风,3-4级
2014-03-06,10,4,多云转阴,东北风,3-4级转4-5级
2014-03-07,8,6,小雨,北风,3-4级
2014-03-08,13,3,多云转晴,西风,3-4级
2014-03-09,13,4,晴,北风,3-4级
2014-03-10,15,6,晴,东风,3-4级转4-5级
2014-03-11,16,10,小雨,北风,4-5级转3-4级
2014-03-12,11,6,小雨转多云,西北风,4-5级
2014-03-13,15,4,晴,西风,4-5级转3-4级
2014-03-14,18,8,晴,西风,3-4级
2014-03-15,21,10,晴转多云,东风,3-4级
2014-03-16,22,13,阵雨,东风,3-4级
2014-03-17,24,13,晴转多云,北风,3-4级
2014-03-18,15,10,小雨转中雨,东北风,小于3级转3-4级
2014-03-19,13,8,小雨转多云,北风,4-5级
2014-03-20,14,5,多云转晴,西北风,3-4级
2014-03-21,17,5,晴,东北风,3-4级
2014-03-22,18,8,晴转多云,东风,3-4级
2014-03-23,20,11,多云,西南风,3-4级
2014-03-24,19,14,小雨转中雨,东南风,3-4级
2014-03-25,22,15,小雨转多云,北风,3-4级
2014-03-26,21,13,多云,东北风,3-4级
2014-03-27,20,13,阴转小雨,西北风,4-5级
2014-03-28,19,14,中雨转大雨,东风,3-4级
2014-03-29,19,12,阴转多云,东北风,3-4级
2014-03-30,16,11,多云转阴,北风,3-4级
2014-03-31,18,12,阴,北风,3-4级
2014-04-01,18,12,多云转阴,东北风,3-4级
2014-04-02,18,13,小雨,东北风,3-4级转4-5级
2014-04-03,18,9,多云转晴,东北风,4-5级转3-4级
2014-04-04,19,10,晴,东风,3-4级转4-5级
2014-04-05,16,8,晴转多云,东风,3-4级
2014-04-06,19,12,小雨转多云,西北风,3-4级
2014-04-07,21,12,阴转多云,北风,3-4级
2014-04-08,23,14,多云转晴,西南风,3-4级
2014-04-09,24,13,多云,西北风,3-4级
2014-04-10,21,14,多云转阴,东北风,3-4级转4-5级
2014-04-11,17,14,大雨转中雨,东北风,4-5级
2014-04-12,18,14,小雨,北风,4-5级
2014-04-13,21,12,多云转晴,西北风,3-4级
2014-04-14,21,12,晴转多云,北风,3-4级转4-5级
2014-04-15,19,14,小雨,东风,4-5级
2014-04-16,23,17,小雨转雷阵雨,北风,3-4级
2014-04-17,20,15,阴转多云,西北风,小于3级转3-4级
2014-04-18,15,13,小雨转大雨,北风,4-5级
2014-04-19,18,13,小雨,西北风,4-5级转3-4级
2014-04-20,17,13,小雨,东北风,3-4级
2014-04-21,19,12,小雨转多云,东北风,3-4级
2014-04-22,22,13,晴转多云,西南风,小于3级转3-4级
2014-04-23,22,14,多云转阴,东北风,3-4级转4-5级
2014-04-24,22,16,多云转阴,北风,4-5级
2014-04-25,19,17,中雨转大雨,东风,4-5级
2014-04-26,22,16,中雨转小雨,东风,4-5级转3-4级
2014-04-27,20,15,小雨转多云,西风,4-5级
2014-04-28,22,13,多云,东风,3-4级
2014-04-29,24,13,晴转多云,东北风,3-4级
2014-04-30,27,16,晴转多云,东风,3-4级
2014-05-01,29,18,晴转多云,东风,3-4级
2014-05-02,22,17,阴转多云,东北风,3-4级
2014-05-03,20,15,阴转小雨,西风,3-4级
2014-05-04,21,13,阴转多云,北风,3-4级
2014-05-05,23,13,晴转多云,西风,3-4级
2014-05-06,26,15,晴转多云,西北风,3-4级转4-5级
2014-05-07,27,17,晴转多云,东北风,4-5级转3-4级
2014-05-08,20,16,晴转阴,东北风,3-4级
2014-05-09,22,17,小雨,东北风,3-4级转4-5级
2014-05-10,23,19,小雨转中雨,东风,4-5级
2014-05-11,27,17,阴转晴,西风,3-4级
2014-05-12,26,17,多云转小雨,东风,3-4级
2014-05-13,23,19,中雨转小雨,东北风,3-4级
2014-05-14,27,19,多云转晴,北风,3-4级
2014-05-15,26,17,晴转多云,北风,3-4级
2014-05-16,21,18,阵雨转小雨,北风,3-4级转4-5级
2014-05-17,21,18,小雨,东北风,3-4级转4-5级
2014-05-18,24,17,阴转多云,东北风,3-4级
2014-05-19,28,19,小雨转多云,北风,3-4级
2014-05-20,29,18,晴转多云,北风,3-4级
2014-05-21,27,20,阴转晴,北风,小于3级转3-4级
2014-05-22,27,19,晴转多云,北风,4-5级
2014-05-23,28,20,多云,北风,4-5级
2014-05-24,29,22,小雨转中雨,东北风,4-5级转3-4级
2014-05-25,31,23,阴转晴,东北风,3-4级
2014-05-26,34,23,晴,西北风,3-4级
2014-05-27,34,24,晴转多云,北风,3-4级
2014-05-28,34,23,多云转晴,北风,3-4级
2014-05-29,32,23,多云转晴,东风,3-4级
2014-05-30,28,22,多云,东北风,3-4级转4-5级
2014-05-31,24,22,小雨转大雨,东风,4-5级转5-6级
2014-06-01,26,21,中雨转阴,西风,4-5级
2014-06-02,25,20,阴,西风,4-5级
2014-06-03,26,20,阴,西风,4-5级转3-4级
2014-06-04,27,20,多云,西北风,3-4级
2014-06-05,29,21,多云,东北风,3-4级
2014-06-06,30,21,多云,东北风,3-4级
2014-06-07,30,21,多云,东北风,3-4级
2014-06-08,30,21,多云,东北风,3-4级
2014-06-09,27,21,多云,东北风,3-4级
2014-06-10,28,21,阴转多云,东北风,3-4级
2014-06-11,28,20,多云,东北风,3-4级
2014-06-12,32,21,晴转多云,西风,3-4级
2014-06-13,32,22,多云,北风,3-4级
2014-06-14,31,23,多云,北风,3-4级
2014-06-15,27,23,阵雨,东风,3-4级转4-5级
2014-06-16,26,23,中雨转小雨,东风,4-5级
2014-06-17,28,22,阴,西北风,3-4级
2014-06-18,28,22,多云转阴,东风,3-4级
2014-06-19,28,23,小雨转中雨,东风,3-4级
2014-06-20,25,23,中雨转大雨,东风,3-4级
2014-06-21,25,22,小雨,西北风,3-4级
2014-06-22,26,21,阴,西北风,3-4级
2014-06-23,28,21,多云,西风,3-4级
2014-06-24,26,23,阴转小雨,东风,3-4级
2014-06-25,24,21,大雨转暴雨,东风,3-4级
2014-06-26,25,21,中雨转小雨,东北风,3-4级
2014-06-27,28,21,阴转多云,西风,3-4级
2014-06-28,29,23,阴转多云,西南风,3-4级
2014-06-29,27,23,阴转小雨,西风,3-4级
2014-06-30,25,22,小雨,东风,3-4级
2014-07-01,27,22,中雨,东北风,3-4级
2014-07-02,29,22,小雨转多云,西风,3-4级
2014-07-03,27,23,多云转小雨,东北风,3-4级
2014-07-04,26,23,小雨转大雨,东北风,3-4级转4-5级
2014-07-05,29,23,大雨转阴,北风,3-4级
2014-07-06,30,23,阴转多云,西风,3-4级
2014-07-07,30,24,多云,东风,3-4级转4-5级
2014-07-08,30,24,小雨,东北风,5-6级
2014-07-09,34,25,多云,北风,4-5级转3-4级
2014-07-10,34,26,多云转雷阵雨,北风,3-4级
2014-07-11,31,26,多云转大雨,东风,3-4级
2014-07-12,29,24,大雨转中雨,东北风,小于3级转3-4级
2014-07-13,30,23,小雨转多云,东风,3-4级
2014-07-14,27,24,阵雨转大雨,北风,3-4级
2014-07-15,33,23,小雨转多云,西风,3-4级
2014-07-16,34,26,小雨转多云,西风,3-4级转4-5级
2014-07-17,34,26,多云,西南风,3-4级
2014-07-18,34,27,多云,东北风,3-4级
2014-07-19,35,27,多云转晴,东北风,3-4级
2014-07-20,35,27,多云转晴,东风,3-4级
2014-07-21,35,27,晴转多云,南风,3-4级
2014-07-22,34,27,多云,东北风,3-4级
2014-07-23,33,28,小雨,东北风,4-5级转5-6级
2014-07-24,31,28,小雨,东北风,6-7级转4-5级
2014-07-25,34,27,多云转雷阵雨,西南风,3-4级
2014-07-26,33,27,阵雨转大雨,东北风,3-4级
2014-07-27,32,27,阵雨转雷阵雨,西风,3-4级
2014-07-28,34,27,多云,西北风,3-4级
2014-07-29,34,27,晴转多云,西北风,3-4级
2014-07-30,34,27,多云,东北风,3-4级
2014-07-31,34,27,多云,东北风,3-4级
2014-08-01,30,26,中雨,东风,5-6级
2014-08-02,34,26,多云,西风,4-5级转3-4级
2014-08-03,35,27,多云,西北风,3-4级
2014-08-04,36,28,晴,北风,3-4级
2014-08-05,35,28,晴转多云,东北风,3-4级
2014-08-06,33,27,多云转阴,北风,3-4级
2014-08-07,32,26,多云转阵雨,西北风,3-4级
2014-08-08,30,26,阵雨,东风,3-4级
2014-08-09,28,25,阵雨,北风,3-4级
2014-08-10,30,25,阴转多云,西北风,3-4级
2014-08-11,29,25,阴转小雨,东风,3-4级
2014-08-12,27,24,小雨,东北风,3-4级
2014-08-13,28,24,中雨,东风,3-4级转4-5级
2014-08-14,29,25,小雨转阴,东北风,3-4级
2014-08-15,29,24,阴转小雨,东风,3-4级
2014-08-16,26,23,中雨,东北风,3-4级转4-5级
2014-08-17,27,23,小雨,西南风,4-5级转3-4级
2014-08-18,25,22,大雨转中雨,西北风,3-4级
2014-08-19,24,21,大雨,东北风,3-4级
2014-08-20,29,21,阵雨转多云,西风,4-5级转3-4级
2014-08-21,30,24,多云转阴,东北风,3-4级
2014-08-22,31,25,阴转阵雨,西北风,3-4级
2014-08-23,32,26,阴转雷阵雨,西北风,3-4级
2014-08-24,30,25,雷阵雨转阴,东北风,3-4级
2014-08-25,31,25,多云,东北风,3-4级
2014-08-26,27,24,阵雨,东北风,3-4级
2014-08-27,29,23,中雨转阵雨,东北风,3-4级
2014-08-28,27,24,小雨转中雨,西风,3-4级
2014-08-29,29,23,阴转多云,北风,3-4级
2014-08-30,28,24,阴转阵雨,东北风,3-4级
2014-08-31,28,24,中雨转小雨,东北风,4-5级
2014-09-01,32,24,阴转阵雨,北风,3-4级
2014-09-02,28,24,中雨转小雨,西风,3-4级转4-5级
2014-09-03,28,21,多云,西风,3-4级
2014-09-04,29,23,多云,北风,3-4级
2014-09-05,30,24,阵雨转多云,东风,3-4级
2014-09-06,30,23,多云,东南风,3-4级
2014-09-07,29,23,多云,东风,3-4级
2014-09-08,28,23,多云转阴,东北风,3-4级
2014-09-09,28,24,小雨,东风,3-4级
2014-09-10,28,23,阴转多云,东北风,3-4级
2014-09-11,26,23,小雨,东风,3-4级转4-5级
2014-09-12,25,23,大雨转中雨,东北风,3-4级转4-5级
2014-09-13,27,22,小雨,东风,3-4级
2014-09-14,28,23,多云,东南风,3-4级
2014-09-15,28,23,多云转阴,东北风,3-4级
2014-09-16,28,23,阴,东风,3-4级
2014-09-17,24,22,阵雨转大雨,东风,3-4级
2014-09-18,23,20,中雨转小雨,北风,3-4级
2014-09-19,25,19,小雨,西风,3-4级
2014-09-20,25,21,多云转阵雨,东风,3-4级转4-5级
2014-09-21,26,23,小雨转中雨,东风,4-5级转5-6级
2014-09-22,25,22,大雨转中雨,东风,6-7级转5-6级
2014-09-23,26,22,小雨,西风,4-5级转3-4级
2014-09-24,27,21,多云,东风,4-5级转3-4级
2014-09-25,28,21,多云,东北风,3-4级
2014-09-26,28,23,多云,东风,3-4级
2014-09-27,29,23,多云,东北风,3-4级
2014-09-28,30,24,阴转中雨,东风,3-4级
2014-09-29,24,21,阵雨转小雨,西北风,4-5级
2014-09-30,25,19,多云,北风,4-5级转3-4级
2014-10-01,26,18,多云,北风,3-4级
2014-10-02,25,20,多云,东北风,3-4级转4-5级
2014-10-03,26,18,多云转晴,东风,4-5级
2014-10-04,27,19,晴,东风,4-5级
2014-10-05,24,18,晴转多云,北风,4-5级
2014-10-06,23,17,多云,东风,3-4级
2014-10-07,25,18,多云,东北风,3-4级
2014-10-08,25,19,多云,北风,3-4级
2014-10-09,26,20,多云,东北风,3-4级
2014-10-10,26,21,多云,东风,3-4级
2014-10-11,24,20,多云,东北风,4-5级转5-6级
2014-10-12,21,17,阴转多云,北风,5-6级
2014-10-13,21,14,多云转晴,北风,4-5级
2014-10-14,22,13,晴,北风,3-4级转小于3级
2014-10-15,24,15,多云,北风,小于3级转3-4级
2014-10-16,23,17,多云,东风,小于3级
2014-10-17,25,17,晴,北风,3-4级
2014-10-18,26,19,多云,北风,3-4级
2014-10-19,28,20,晴转多云,北风,3-4级
2014-10-20,26,20,晴转中雨,东南风,小于3级转3-4级
2014-10-21,23,18,阴转多云,北风,3-4级
2014-10-22,23,15,晴,东风,小于3级
2014-10-23,25,16,晴,西北风,小于3级
2014-10-24,25,17,晴,西北风,小于3级
2014-10-25,27,18,晴,北风,小于3级
2014-10-26,22,17,多云,东风,小于3级转3-4级
2014-10-27,22,16,多云,东北风,小于3级
2014-10-28,21,17,阴转小雨,东风,小于3级
2014-10-29,21,19,小雨转中雨,东北风,小于3级
2014-10-30,22,19,中雨,西风,小于3级
2014-10-31,22,19,阴转小雨,西北风,小于3级
2014-11-01,19,15,小雨转阴,北风,小于3级转4-5级
2014-11-02,17,11,多云转晴,东北风,小于3级
2014-11-03,18,11,晴,东北风,小于3级
2014-11-04,21,13,晴转多云,东北风,小于3级
2014-11-05,21,16,阴转多云,北风,小于3级转3-4级
2014-11-06,18,14,多云,北风,小于3级
2014-11-07,16,13,小雨,东风,3-4级
2014-11-08,16,13,小雨,东风,3-4级
2014-11-09,16,13,小雨,东风,3-4级
2014-11-10,18,13,多云,东南风,小于3级
2014-11-11,17,12,多云转晴,北风,小于3级转3-4级
2014-11-12,14,9,多云转晴,北风,3-4级转小于3级
2014-11-13,16,8,晴,北风,小于3级
2014-11-14,17,10,晴转多云,东风,小于3级
2014-11-15,17,14,小雨,东北风,小于3级
2014-11-16,16,10,多云,北风,小于3级转3-4级
2014-11-17,16,10,多云,北风,3-4级转小于3级
2014-11-18,16,10,多云,东风,小于3级
2014-11-19,19,12,多云转晴,北风,3-4级
2014-11-20,21,14,晴转多云,北风,小于3级
2014-11-21,20,15,多云转小雨,东北风,小于3级
2014-11-22,21,16,小雨,东风,小于3级
2014-11-23,21,16,阴转阵雨,东北风,小于3级
2014-11-24,15,12,小雨,北风,3-4级转小于3级
2014-11-25,17,11,阴转晴,西北风,小于3级
2014-11-26,19,11,晴转多云,东北风,小于3级转3-4级
2014-11-27,18,15,小雨,东北风,3-4级
2014-11-28,16,13,小雨,西北风,小于3级
2014-11-29,17,13,小雨,北风,3-4级
2014-11-30,12,4,小雨转多云,北风,4-5级转3-4级
2014-12-01,9,2,晴,东北风,4-5级转小于3级
2014-12-02,8,2,多云转小雨,西风,小于3级
2014-12-03,6,2,小雨转晴,北风,3-4级转4-5级
2014-12-04,7,1,晴,西南风,3-4级
2014-12-05,10,1,晴,北风,小于3级
2014-12-06,12,5,多云转小雨,东北风,小于3级
2014-12-07,10,5,晴转多云,西风,3-4级
2014-12-08,12,7,多云,北风,小于3级
2014-12-09,13,9,阴转小雨,东北风,小于3级
2014-12-10,10,6,小雨转多云,西风,3-4级
2014-12-11,8,2,晴,北风,3-4级
2014-12-12,7,1,晴,西南风,小于3级
2014-12-13,10,2,晴,西风,小于3级
2014-12-14,13,5,晴转多云,北风,小于3级
2014-12-15,8,2,多云转晴,东南风,小于3级转3-4级
2014-12-16,6,-1,晴,东北风,3-4级
2014-12-17,9,1,晴,北风,小于3级
2014-12-18,11,5,多云转阴,北风,小于3级
2014-12-19,9,4,多云转晴,西南风,小于3级
2014-12-20,6,2,晴转多云,东北风,小于3级
2014-12-21,7,0,晴,西北风,小于3级
2014-12-22,12,2,晴,北风,小于3级
2014-12-23,12,5,晴,北风,小于3级
2014-12-24,9,5,多云,西风,小于3级
2014-12-25,9,6,多云转阴,东南风,小于3级
2014-12-26,11,6,阴转多云,东北风,小于3级
2014-12-27,11,5,多云,东北风,小于3级
2014-12-28,13,4,晴,北风,小于3级
2014-12-29,14,6,晴,北风,小于3级
2014-12-30,10,4,晴转多云,东南风,小于3级转4-5级
2014-12-31,4,0,晴,南风,3-4级
2015-01-01,8,-1,晴,北风,小于3级
2015-01-02,12,2,多云转晴,北风,小于3级
2015-01-03,16,4,晴,东风,小于3级
2015-01-04,19,9,晴转多云,东风,小于3级
2015-01-05,15,5,小雨,东北风,小于3级转3-4级
2015-01-06,7,3,小雨转多云,南风,小于3级
2015-01-07,8,2,晴,西风,小于3级
2015-01-08,11,2,晴,北风,小于3级
2015-01-09,13,4,晴转多云,北风,小于3级
2015-01-10,14,4,晴,北风,小于3级
2015-01-11,9,5,晴转多云,东北风,小于3级
2015-01-12,10,6,阴转小雨,西风,小于3级
2015-01-13,10,7,中雨转小雨,东北风,小于3级
2015-01-14,11,6,阴转多云,北风,小于3级
2015-01-15,11,4,多云,北风,小于3级
2015-01-16,7,4,多云,西风,小于3级
2015-01-17,10,3,多云,南风,小于3级
2015-01-18,10,3,多云转晴,北风,小于3级
2015-01-19,10,4,多云转阴,北风,小于3级
2015-01-20,14,7,小雨转多云,北风,小于3级
2015-01-21,9,3,阴,西北风,3-4级
2015-01-22,10,2,多云转晴,东北风,小于3级
2015-01-23,14,5,晴转多云,北风,小于3级
2015-01-24,17,11,多云转阴,东北风,小于3级
2015-01-25,12,8,小雨转阴,西北风,小于3级
2015-01-26,7,3,小雨,东北风,小于3级
2015-01-27,6,3,雨夹雪,东北风,4-5级转3-4级
2015-01-28,6,3,小雨,东北风,小于3级
2015-01-29,6,2,小雨转阴,西风,小于3级转3-4级
2015-01-30,6,2,阴转多云,西北风,小于3级
2015-01-31,7,3,阴转小雨,西北风,小于3级
2015-02-01,8,4,小雨转阴,西风,小于3级
2015-02-02,8,4,小雨转阴,东风,小于3级
2015-02-03,8,4,阴转多云,北风,小于3级转3-4级
2015-02-04,6,2,多云转晴,西风,小于3级
2015-02-05,8,1,晴转多云,北风,小于3级
2015-02-06,11,2,多云,北风,小于3级
2015-02-07,7,2,阴转多云,北风,3-4级
2015-02-08,5,-1,晴,西风,小于3级
2015-02-09,5,-1,晴,西风,小于3级
2015-02-10,15,4,晴转多云,北风,小于3级转3-4级
2015-02-11,15,4,晴转多云,北风,小于3级转3-4级
2015-02-12,15,4,晴转多云,北风,小于3级转3-4级
2015-02-13,17,7,多云,东北风,小于3级
2015-02-14,17,12,小雨,北风,小于3级
2015-02-15,17,11,阴转多云,暂无实况,小于3级
2015-02-16,14,6,多云转晴,西风,小于3级
2015-02-17,12,4,晴,暂无实况,小于3级
2015-02-18,11,4,晴,东风,小于3级
2015-02-19,11,5,多云转小雨,北风,小于3级转3-4级
2015-02-20,13,10,中雨转小雨,东风,小于3级
2015-02-21,13,10,中雨转小雨,东风,小于3级
2015-02-22,10,6,小雨,东北风,小于3级
2015-02-23,11,6,小雨转阴,西风,小于3级
2015-02-24,10,7,小雨,东风,小于3级
2015-02-25,10,6,小雨转阴,北风,小于3级
2015-02-26,7,4,小雨转中雨,东南风,小于3级转3-4级
2015-02-27,7,4,中雨转大雨,东风,3-4级
2015-02-28,9,4,阴转多云,西南风,3-4级转小于3级
2015-03-01,12,3,多云转晴,暂无实况,小于3级
2015-03-02,14,7,小雨转阴,暂无实况,小于3级转3-4级
2015-03-03,7,3,多云转阴,西南风,3-4级转小于3级
2015-03-04,6,3,雨夹雪,南风,小于3级
2015-03-05,8,4,小雨转阴,东风,小于3级
2015-03-06,11,4,阴转多云,西南风,小于3级
2015-03-07,12,7,阴转小雨,暂无实况,小于3级
2015-03-08,10,5,小雨转阴,暂无实况,小于3级转3-4级
2015-03-09,7,2,多云,西北风,3-4级转小于3级
2015-03-10,11,3,多云,暂无实况,小于3级
2015-03-11,16,5,多云转晴,暂无实况,小于3级
2015-03-12,20,7,晴,北风,小于3级
2015-03-13,16,10,多云转小雨,暂无实况,小于3级
2015-03-14,14,10,小雨,东北风,小于3级
2015-03-15,15,10,小雨转阴,东风,小于3级
2015-03-16,19,12,阴转小雨,东北风,小于3级
2015-03-17,24,15,中雨转小雨,东北风,小于3级
2015-03-18,16,11,中雨转多云,南风,小于3级
2015-03-19,14,10,小雨,东北风,小于3级
2015-03-20,20,10,小雨转多云,东风,小于3级
2015-03-21,17,10,晴转多云,暂无实况,小于3级
2015-03-22,16,10,多云,东风,小于3级
2015-03-23,15,9,多云,东北风,小于3级
2015-03-24,15,9,多云转晴,东风,小于3级
2015-03-25,17,10,多云,东北风,小于3级
2015-03-26,14,11,小雨,北风,小于3级
2015-03-27,20,9,阴转多云,暂无实况,小于3级
2015-03-28,24,11,多云,东风,小于3级
2015-03-29,17,14,小雨,西南风,小于3级转3-4级
2015-03-30,26,15,阴转多云,南风,3-4级转小于3级
2015-03-31,24,17,多云转阴,暂无实况,小于3级
2015-04-01,30,17,多云,东风,小于3级转3-4级
2015-04-02,21,15,小雨,暂无实况,小于3级
2015-04-03,22,13,小雨转阴,北风,小于3级
2015-04-04,17,14,雷阵雨转中雨,西南风,小于3级
2015-04-05,13,10,中雨转小雨,西南风,小于3级转3-4级
2015-04-06,10,7,小雨,东风,3-4级
2015-04-07,13,6,小雨转阴,北风,小于3级
2015-04-08,14,7,多云转阴,东风,小于3级
2015-04-09,17,9,阴转多云,暂无实况,小于3级
2015-04-10,18,10,多云转晴,暂无实况,小于3级
2015-04-11,20,11,多云,北风,小于3级
2015-04-12,15,9,阵雨转小雨,西风,小于3级转3-4级
2015-04-13,16,8,小雨转多云,暂无实况,3-4级
2015-04-14,22,11,多云,暂无实况,小于3级
2015-04-15,23,15,多云,暂无实况,小于3级
2015-04-16,20,13,多云,暂无实况,小于3级
2015-04-17,28,16,多云,东风,小于3级
2015-04-18,26,18,多云转阵雨,东风,小于3级
2015-04-19,17,13,大雨转小雨,西风,3-4级
2015-04-20,20,10,多云转晴,东风,小于3级
2015-04-21,24,11,晴,暂无实况,小于3级
2015-04-22,24,15,多云,暂无实况,小于3级
2015-04-23,24,14,多云,东北风,小于3级
2015-04-24,26,14,多云转晴,暂无实况,小于3级
2015-04-25,27,15,多云转晴,东北风,小于3级
2015-04-26,26,17,多云,东北风,小于3级转3-4级
2015-04-27,28,19,多云,东北风,小于3级
2015-04-28,25,19,雷阵雨转阴,东南风,小于3级
2015-04-29,25,15,多云,暂无实况,小于3级
2015-04-30,25,16,多云,东风,小于3级
2015-05-01,23,17,阵雨转中雨,南风,3-4级
2015-05-02,23,17,小雨转多云,暂无实况,3-4级
2015-05-03,23,15,多云,东风,小于3级
2015-05-04,24,15,多云,东北风,小于3级
2015-05-05,22,17,阴,东风,小于3级
2015-05-06,27,17,多云,北风,小于3级
2015-05-07,27,17,晴~多云,北风,小于3级
2015-05-08,25,17,阵雨~小雨,北风,小于3级
2015-05-09,25,17,阵雨~小雨,北风,小于3级
2015-05-10,24,17,多云~小雨,北风,小于3级
2015-05-11,21,15,中雨~多云,北风,小于3级
2015-05-12,27,17,晴,东南风,小于3级
2015-05-13,30,21,晴~多云,西北风,小于3级
2015-05-14,27,20,阵雨,东南风,小于3级
2015-05-15,27,18,大雨~小雨,西南风,小于3级
